Street Address,City,State,ZIP Code,Price,Bedrooms,Bathrooms,Square Footage,Property Type,Image_Path
2749 Maple Ave,San Jose,CA,95132,632370,4,1,1970,Single Family,
1252 Sunset Blvd,San Jose,CA,95112,1063350,3,2,2363,Single Family,
8087 Sunset Blvd,San Jose,CA,95126,2684284,6,3,3749,Single Family,
3643 Oak St,San Jose,CA,95123,571329,3,1,1791,Single Family,
5267 Maple Ave,San Jose,CA,95131,1194796,3,1,1501,Apartment,
769 Main St,San Jose,CA,95128,623768,2,1,1514,Apartment,
5447 Pine St,San Jose,CA,95128,1086709,4,2,2327,Single Family,
3548 Cedar Ave,San Jose,CA,95128,1127569,6,3,3557,Single Family,
7983 Willow Dr,San Jose,CA,95125,489028,2,1,1366,Apartment,
2153 Oak St,San Jose,CA,95112,2369736,6,3,3657,Single Family,
8659 Elm St,San Jose,CA,95130,1550640,5,1,2485,Single Family,
2056 Oak St,San Jose,CA,95129,516460,2,1,1190,Apartment,
3845 Oak St,San Jose,CA,95131,687960,2,1,1274,Apartment,
2909 Oak St,San Jose,CA,95112,1176597,3,1,1641,Apartment,
1371 Maple Ave,San Jose,CA,95125,868186,2,1,1474,Apartment,
3528 Birch Ln,San Jose,CA,95125,1233904,4,1,1916,Apartment,
5617 Oak St,San Jose,CA,95129,728025,3,1,1713,Single Family,
3651 Park Ave,San Jose,CA,95132,802102,3,2,2162,Single Family,
2498 Birch Ln,San Jose,CA,95130,968422,3,1,1547,Apartment,
6397 Willow Dr,San Jose,CA,95127,919880,2,1,1220,Apartment,
732 Pine St,San Jose,CA,95123,1100880,6,1,2780,Single Family,
6706 Birch Ln,San Jose,CA,95132,1185408,6,2,3528,Single Family,
2052 Sunset Blvd,San Jose,CA,95126,431514,1,1,1179,Apartment,
4951 Elm St,San Jose,CA,95132,1124404,4,3,2804,Single Family,
9400 Pine St,San Jose,CA,95112,1920320,5,2,2720,Single Family,
7817 Oak St,San Jose,CA,95129,1358708,3,1,1972,Single Family,
6079 Park Ave,San Jose,CA,95112,370844,2,1,1117,Apartment,
8864 Cedar Ave,San Jose,CA,95128,1510180,3,2,2254,Single Family,
7717 Elm St,San Jose,CA,95132,1042320,4,2,2424,Apartment,
2233 Willow Dr,San Jose,CA,95125,599940,2,1,1188,Apartment,
990 Elm St,San Jose,CA,95123,1324578,3,1,1718,Single Family,
8101 Elm St,San Jose,CA,95112,539396,1,1,943,Apartment,
4146 Main St,San Jose,CA,95129,2371330,6,3,3770,Single Family,
4539 Elm St,San Jose,CA,95112,1295574,3,2,1981,Single Family,
2489 Elm St,San Jose,CA,95112,668672,2,1,1306,Apartment,
4583 Birch Ln,San Jose,CA,95129,1463180,4,2,2455,Single Family,
6716 Birch Ln,San Jose,CA,95132,1522416,3,1,1932,Single Family,
7928 Cedar Ave,San Jose,CA,95129,806674,3,1,1982,Single Family,
4136 Park Ave,San Jose,CA,95129,2235310,4,3,2903,Apartment,
9750 Park Ave,San Jose,CA,95127,1761004,3,2,2308,Single Family,
6913 Oak St,San Jose,CA,95129,2107188,5,3,3222,Single Family,
5031 Oak St,San Jose,CA,95125,671640,3,1,1544,Single Family,
6406 Oak St,San Jose,CA,95125,1015173,3,2,2241,Single Family,
4711 Maple Ave,San Jose,CA,95123,359975,1,1,847,Apartment,
1043 Park Ave,San Jose,CA,95125,1403580,4,2,2355,Apartment,
7337 Oak St,San Jose,CA,95125,2522880,6,3,3504,Single Family,
6028 Elm St,San Jose,CA,95128,1214378,4,3,3179,Single Family,
4554 Maple Ave,San Jose,CA,95128,532495,2,1,1405,Apartment,
2631 Birch Ln,San Jose,CA,95125,1487640,3,2,1960,Single Family,
2555 Cedar Ave,San Jose,CA,95126,2441350,4,3,3110,Apartment,
8095 Willow Dr,San Jose,CA,95128,1472845,3,2,2195,Apartment,
1693 Main St,San Jose,CA,95129,1797628,5,3,3379,Single Family,
4909 Cedar Ave,San Jose,CA,95129,1553664,4,2,2312,Single Family,
5545 Oak St,San Jose,CA,95129,3193650,6,5,4530,Single Family,
9137 Sunset Blvd,San Jose,CA,95130,1556100,5,3,3458,Single Family,
7129 Park Ave,San Jose,CA,95127,1037232,2,1,1512,Apartment,
6351 Sunset Blvd,San Jose,CA,95126,917125,2,1,1265,Apartment,
6810 Willow Dr,San Jose,CA,95127,1453291,6,4,4237,Single Family,
9878 Park Ave,San Jose,CA,95123,1806012,4,2,2724,Apartment,
4992 Main St,San Jose,CA,95132,503649,1,1,963,Apartment,
6783 Pine St,San Jose,CA,95127,427392,1,1,742,Apartment,
7839 Elm St,San Jose,CA,95131,587139,2,1,1533,Apartment,
6627 Sunset Blvd,San Jose,CA,95130,424320,1,1,1088,Apartment,
8720 Main St,San Jose,CA,95129,1857960,4,2,2382,Apartment,
231 Pine St,San Jose,CA,95132,1107740,3,1,1940,Apartment,
6132 Willow Dr,San Jose,CA,95112,572416,2,1,1118,Apartment,
6734 Maple Ave,San Jose,CA,95126,1934070,4,3,2803,Single Family,
8247 Elm St,San Jose,CA,95129,610612,1,1,1172,Apartment,
9307 Oak St,San Jose,CA,95129,1037475,4,1,2385,Apartment,
1477 Park Ave,San Jose,CA,95127,1099725,3,1,1705,Single Family,
5809 Pine St,San Jose,CA,95126,551688,3,1,1524,Apartment,
632 Birch Ln,San Jose,CA,95112,1463928,4,1,2022,Single Family,
5406 Elm St,San Jose,CA,95112,1476000,6,4,4000,Single Family,
4019 Willow Dr,San Jose,CA,95125,849252,3,2,2172,Apartment,
504 Main St,San Jose,CA,95126,499487,2,1,1361,Apartment,
9466 Maple Ave,San Jose,CA,95112,980658,4,2,2534,Apartment,
1649 Main St,San Jose,CA,95131,751809,3,2,1913,Apartment,
1761 Maple Ave,San Jose,CA,95131,860283,2,1,1567,Apartment,
8057 Main St,San Jose,CA,95112,1040664,6,2,3144,Single Family,
9908 Willow Dr,San Jose,CA,95112,1730106,6,4,4347,Single Family,
5724 Cedar Ave,San Jose,CA,95128,927808,3,1,1526,Apartment,
8840 Park Ave,San Jose,CA,95128,1248975,5,1,2745,Single Family,
6089 Sunset Blvd,San Jose,CA,95112,885695,3,1,1535,Apartment,
2181 Birch Ln,San Jose,CA,95130,1059240,4,3,2716,Single Family,
1115 Elm St,San Jose,CA,95127,948336,4,2,2577,Apartment,
3622 Elm St,San Jose,CA,95127,446336,2,1,1268,Apartment,
5369 Main St,San Jose,CA,95127,1892366,5,3,3422,Single Family,
5364 Park Ave,San Jose,CA,95128,1150560,6,1,2820,Single Family,
4509 Cedar Ave,San Jose,CA,95125,762048,4,2,2352,Single Family,
1448 Pine St,San Jose,CA,95126,1106750,4,2,2330,Single Family,
9930 Cedar Ave,San Jose,CA,95131,1716670,3,2,2173,Apartment,
8768 Maple Ave,San Jose,CA,95123,1051992,2,1,1368,Apartment,
1436 Willow Dr,San Jose,CA,95126,705636,4,2,2306,Apartment,
2686 Willow Dr,San Jose,CA,95132,381150,2,1,1210,Apartment,
2781 Park Ave,San Jose,CA,95123,1633887,6,1,3009,Single Family,
5445 Willow Dr,San Jose,CA,95125,401436,2,1,1134,Apartment,
5121 Pine St,San Jose,CA,95128,1429381,3,2,2143,Apartment,
8371 Oak St,San Jose,CA,95129,340032,1,1,1012,Apartment,
4470 Oak St,San Jose,CA,95123,810369,4,1,2031,Apartment,
1075 Elm St,San Jose,CA,95125,310310,1,1,910,Apartment,
5373 Oak St,San Jose,CA,95112,1542324,5,4,3612,Single Family,
139 Willow Dr,San Jose,CA,95131,2011216,4,3,2984,Single Family,
1178 Park Ave,San Jose,CA,95132,972139,2,1,1229,Apartment,
6602 Oak St,San Jose,CA,95129,1119348,6,2,3162,Single Family,
4399 Pine St,San Jose,CA,95127,1489254,6,5,4758,Single Family,
9571 Pine St,San Jose,CA,95129,1853582,4,2,2578,Apartment,
7772 Birch Ln,San Jose,CA,95129,2306044,6,1,3172,Single Family,
6700 Elm St,San Jose,CA,95125,387828,2,1,1197,Apartment,
5523 Park Ave,San Jose,CA,95131,760969,4,1,2299,Single Family,
3166 Main St,San Jose,CA,95128,789130,4,1,2162,Single Family,
2846 Elm St,San Jose,CA,95131,1103776,4,1,2029,Single Family,
7069 Birch Ln,San Jose,CA,95128,643402,3,1,1633,Single Family,
4815 Birch Ln,San Jose,CA,95127,390507,1,1,969,Apartment,
2703 Elm St,San Jose,CA,95127,867184,2,1,1306,Apartment,
6708 Elm St,San Jose,CA,95129,1938769,4,2,2689,Apartment,
8467 Willow Dr,San Jose,CA,95132,578930,1,1,1045,Apartment,
1720 Birch Ln,San Jose,CA,95128,2065778,4,3,3029,Apartment,
9604 Willow Dr,San Jose,CA,95112,569344,2,1,1112,Apartment,
4960 Sunset Blvd,San Jose,CA,95126,2066876,4,3,2716,Apartment,
7995 Pine St,San Jose,CA,95112,351102,1,1,1077,Apartment,
9864 Cedar Ave,San Jose,CA,95125,773096,5,1,2357,Single Family,
1586 Elm St,San Jose,CA,95132,406746,1,1,766,Apartment,
1684 Oak St,San Jose,CA,95131,1231241,3,1,1903,Apartment,
1640 Birch Ln,San Jose,CA,95129,1949720,4,2,2468,Apartment,
6168 Maple Ave,San Jose,CA,95126,1829974,4,2,2389,Single Family,
1793 Park Ave,San Jose,CA,95127,1158840,3,2,2146,Apartment,
9411 Park Ave,San Jose,CA,95129,965250,3,1,1950,Apartment,
8271 Willow Dr,San Jose,CA,95126,884667,2,1,1227,Apartment,
6067 Willow Dr,San Jose,CA,95126,871819,4,2,2587,Apartment,
322 Willow Dr,San Jose,CA,95126,817530,2,1,1190,Apartment,
6936 Birch Ln,San Jose,CA,95131,1011024,3,2,2142,Apartment,
4645 Sunset Blvd,San Jose,CA,95125,874076,1,1,1178,Apartment,
9072 Birch Ln,San Jose,CA,95132,642428,3,2,2033,Apartment,
764 Maple Ave,San Jose,CA,95132,1578858,5,1,2346,Single Family,
4654 Maple Ave,San Jose,CA,95127,1899711,5,2,3069,Single Family,
5214 Pine St,San Jose,CA,95126,2360085,6,5,4655,Single Family,
6995 Maple Ave,San Jose,CA,95125,1249560,4,1,2314,Apartment,
6281 Birch Ln,San Jose,CA,95123,1652976,4,2,2649,Apartment,
9281 Willow Dr,San Jose,CA,95130,1067520,3,1,1668,Apartment,
972 Elm St,San Jose,CA,95131,1674162,3,2,2322,Apartment,
9290 Birch Ln,San Jose,CA,95131,2394075,5,3,3425,Single Family,
1558 Pine St,San Jose,CA,95125,1033792,4,1,2228,Apartment,
9789 Elm St,San Jose,CA,95130,923176,4,2,2764,Apartment,
308 Park Ave,San Jose,CA,95125,2513225,6,3,3515,Single Family,
861 Pine St,San Jose,CA,95130,1197140,3,2,2380,Apartment,
5498 Park Ave,San Jose,CA,95123,862365,3,1,1505,Single Family,
2428 Willow Dr,San Jose,CA,95132,472890,2,1,1433,Apartment,
6301 Oak St,San Jose,CA,95112,2111196,6,4,4029,Single Family,
4834 Birch Ln,San Jose,CA,95112,1681680,4,2,2310,Apartment,
9372 Pine St,San Jose,CA,95129,1960452,6,1,3068,Single Family,
201 Main St,San Jose,CA,95131,1276618,5,2,2722,Single Family,
3662 Maple Ave,San Jose,CA,95127,1420794,3,1,1902,Apartment,
2611 Maple Ave,San Jose,CA,95112,1215249,5,3,3543,Single Family,
7619 Willow Dr,San Jose,CA,95131,982215,6,1,2847,Single Family,
272 Park Ave,San Jose,CA,95130,894355,4,1,2323,Single Family,
1883 Main St,San Jose,CA,95132,550718,1,1,973,Apartment,
