Street Address,City,State,ZIP Code,Price,Bedrooms,Bathrooms,Square Footage,Property Type,Image_Path
1914 Sunset Blvd,San Jose,CA,95132,610280,1,1,803,Apartment,property_images/apartment_images/apartment_370.jpg
7719 Cedar Ave,San Jose,CA,95131,1030161,3,1,1749,Apartment,property_images/apartment_images/apartment_371.jpg
7705 Oak St,San Jose,CA,95127,634635,2,1,1567,Apartment,property_images/apartment_images/apartment_372.jpg
7093 Maple Ave,San Jose,CA,95129,1072296,3,1,1686,Single Family,property_images/single_family_images/single_family_358.jpg
7047 Elm St,San Jose,CA,95128,572052,2,1,1158,Apartment,property_images/apartment_images/apartment_373.jpg
4620 Oak St,San Jose,CA,95130,403774,2,1,1337,Apartment,property_images/apartment_images/apartment_374.jpg
2850 Park Ave,San Jose,CA,95130,1831780,5,2,2734,Single Family,property_images/single_family_images/single_family_359.jpg
6632 Oak St,San Jose,CA,95126,981708,3,2,2262,Single Family,property_images/single_family_images/single_family_360.jpg
9083 Park Ave,San Jose,CA,95126,1259055,4,1,2205,Apartment,property_images/apartment_images/apartment_375.jpg
3119 Park Ave,San Jose,CA,95125,1339596,3,2,2286,Apartment,property_images/apartment_images/apartment_376.jpg
7016 Pine St,San Jose,CA,95112,2005082,6,2,3469,Single Family,property_images/single_family_images/single_family_361.jpg
7072 Sunset Blvd,San Jose,CA,95131,1411865,6,1,3103,Single Family,property_images/single_family_images/single_family_362.jpg
8759 Main St,San Jose,CA,95123,407640,1,1,860,Apartment,property_images/apartment_images/apartment_377.jpg
6699 Maple Ave,San Jose,CA,95130,1368500,4,3,2975,Single Family,property_images/single_family_images/single_family_363.jpg
5628 Pine St,San Jose,CA,95125,1544296,5,4,3832,Single Family,property_images/single_family_images/single_family_364.jpg
8663 Pine St,San Jose,CA,95128,530480,2,1,1396,Apartment,property_images/apartment_images/apartment_378.jpg
591 Pine St,San Jose,CA,95131,1872838,4,2,2398,Apartment,property_images/apartment_images/apartment_379.jpg
3510 Main St,San Jose,CA,95127,902664,3,2,2388,Single Family,property_images/single_family_images/single_family_365.jpg
2051 Park Ave,San Jose,CA,95112,1674288,4,1,2114,Apartment,property_images/apartment_images/apartment_380.jpg
5933 Willow Dr,San Jose,CA,95123,819000,2,1,1365,Apartment,property_images/apartment_images/apartment_381.jpg
2169 Birch Ln,San Jose,CA,95132,1119966,4,2,2557,Apartment,property_images/apartment_images/apartment_382.jpg
4877 Oak St,San Jose,CA,95130,636020,4,1,2065,Apartment,property_images/apartment_images/apartment_383.jpg
7460 Oak St,San Jose,CA,95123,2039184,4,2,2601,Apartment,property_images/apartment_images/apartment_384.jpg
5018 Pine St,San Jose,CA,95123,2000960,4,2,2704,Single Family,property_images/single_family_images/single_family_366.jpg
8971 Birch Ln,San Jose,CA,95126,1336192,3,1,1898,Apartment,property_images/apartment_images/apartment_385.jpg
4389 Pine St,San Jose,CA,95125,1848567,3,2,2337,Apartment,property_images/apartment_images/apartment_386.jpg
8889 Main St,San Jose,CA,95132,1104240,6,2,3440,Single Family,property_images/single_family_images/single_family_367.jpg
7801 Main St,San Jose,CA,95129,1109943,3,2,1917,Single Family,property_images/single_family_images/single_family_368.jpg
9427 Main St,San Jose,CA,95112,545496,1,1,714,Apartment,property_images/apartment_images/apartment_387.jpg
2474 Park Ave,San Jose,CA,95125,1126776,4,3,3192,Single Family,property_images/single_family_images/single_family_369.jpg
4462 Main St,San Jose,CA,95125,1199696,2,1,1546,Apartment,property_images/apartment_images/apartment_388.jpg
5834 Pine St,San Jose,CA,95130,1242358,3,1,1846,Apartment,property_images/apartment_images/apartment_389.jpg
8228 Sunset Blvd,San Jose,CA,95112,563200,1,1,880,Apartment,property_images/apartment_images/apartment_390.jpg
1465 Park Ave,San Jose,CA,95127,1001784,3,1,1869,Single Family,property_images/single_family_images/single_family_370.jpg
4777 Elm St,San Jose,CA,95126,418765,2,1,1373,Apartment,property_images/apartment_images/apartment_391.jpg
1455 Oak St,San Jose,CA,95131,858534,5,1,2658,Single Family,property_images/single_family_images/single_family_371.jpg
2174 Cedar Ave,San Jose,CA,95129,2098005,5,3,3445,Single Family,property_images/single_family_images/single_family_372.jpg
2133 Cedar Ave,San Jose,CA,95128,1663441,4,2,2587,Single Family,property_images/single_family_images/single_family_373.jpg
9314 Pine St,San Jose,CA,95129,889254,4,1,2286,Single Family,property_images/single_family_images/single_family_374.jpg
1620 Park Ave,San Jose,CA,95128,2258406,5,3,3391,Single Family,property_images/single_family_images/single_family_375.jpg
2684 Park Ave,San Jose,CA,95129,1145860,3,2,2162,Single Family,property_images/single_family_images/single_family_376.jpg
5411 Main St,San Jose,CA,95132,752719,3,1,1669,Single Family,property_images/single_family_images/single_family_377.jpg
3774 Main St,San Jose,CA,95123,1804976,3,2,2326,Apartment,property_images/apartment_images/apartment_392.jpg
6382 Elm St,San Jose,CA,95128,1454796,6,2,3514,Single Family,property_images/single_family_images/single_family_378.jpg
9366 Oak St,San Jose,CA,95131,782444,1,1,1066,Apartment,property_images/apartment_images/apartment_393.jpg
7453 Sunset Blvd,San Jose,CA,95112,1687764,5,1,2418,Single Family,property_images/single_family_images/single_family_379.jpg
3770 Pine St,San Jose,CA,95123,1848693,6,2,3171,Single Family,property_images/single_family_images/single_family_380.jpg
8626 Cedar Ave,San Jose,CA,95131,975602,2,1,1522,Apartment,property_images/apartment_images/apartment_394.jpg
9194 Oak St,San Jose,CA,95129,1500185,4,1,1987,Apartment,property_images/apartment_images/apartment_395.jpg
9049 Sunset Blvd,San Jose,CA,95128,664890,1,1,1198,Apartment,property_images/apartment_images/apartment_396.jpg
3459 Main St,San Jose,CA,95132,1742388,4,3,2714,Single Family,property_images/single_family_images/single_family_381.jpg
5195 Pine St,San Jose,CA,95129,1654645,4,1,2221,Single Family,property_images/single_family_images/single_family_382.jpg
4581 Willow Dr,San Jose,CA,95127,1229560,3,2,2084,Single Family,property_images/single_family_images/single_family_383.jpg
3220 Oak St,San Jose,CA,95132,1995849,4,3,3153,Single Family,property_images/single_family_images/single_family_384.jpg
443 Pine St,San Jose,CA,95112,1322010,3,1,1665,Apartment,property_images/apartment_images/apartment_397.jpg
1950 Birch Ln,San Jose,CA,95123,633591,1,1,1017,Apartment,property_images/apartment_images/apartment_398.jpg
9103 Oak St,San Jose,CA,95128,2889328,5,4,3832,Single Family,property_images/single_family_images/single_family_385.jpg
3221 Pine St,San Jose,CA,95130,864171,3,1,1827,Single Family,property_images/single_family_images/single_family_386.jpg
5983 Elm St,San Jose,CA,95129,1615590,5,1,2610,Single Family,property_images/single_family_images/single_family_387.jpg
4445 Park Ave,San Jose,CA,95128,569562,2,1,1146,Apartment,property_images/apartment_images/apartment_399.jpg
8656 Pine St,San Jose,CA,95126,748612,3,1,1853,Single Family,property_images/single_family_images/single_family_388.jpg
5486 Cedar Ave,San Jose,CA,95125,286672,1,1,874,Apartment,property_images/apartment_images/apartment_400.jpg
5681 Maple Ave,San Jose,CA,95112,1010339,3,1,1733,Single Family,property_images/single_family_images/single_family_389.jpg
6005 Pine St,San Jose,CA,95132,831972,4,1,2337,Apartment,property_images/apartment_images/apartment_401.jpg
4385 Oak St,San Jose,CA,95126,1373760,3,2,2385,Apartment,property_images/apartment_images/apartment_402.jpg
5969 Oak St,San Jose,CA,95123,686930,3,1,1882,Single Family,property_images/single_family_images/single_family_390.jpg
935 Cedar Ave,San Jose,CA,95123,297702,1,1,894,Apartment,property_images/apartment_images/apartment_403.jpg
1685 Elm St,San Jose,CA,95112,1749114,6,2,3186,Single Family,property_images/single_family_images/single_family_391.jpg
4692 Oak St,San Jose,CA,95123,1606696,3,2,2207,Apartment,property_images/apartment_images/apartment_404.jpg
5147 Sunset Blvd,San Jose,CA,95127,629440,1,1,1120,Apartment,property_images/apartment_images/apartment_405.jpg
1807 Willow Dr,San Jose,CA,95132,1834392,5,1,2506,Single Family,property_images/single_family_images/single_family_392.jpg
1117 Elm St,San Jose,CA,95126,784966,3,1,1589,Apartment,property_images/apartment_images/apartment_406.jpg
8705 Sunset Blvd,San Jose,CA,95123,752502,2,1,1502,Apartment,property_images/apartment_images/apartment_407.jpg
7428 Oak St,San Jose,CA,95127,407042,1,1,751,Apartment,property_images/apartment_images/apartment_408.jpg
1271 Pine St,San Jose,CA,95131,563250,1,1,751,Apartment,property_images/apartment_images/apartment_409.jpg
9260 Willow Dr,San Jose,CA,95129,1453440,4,1,2271,Single Family,property_images/single_family_images/single_family_393.jpg
2589 Pine St,San Jose,CA,95128,2289300,4,3,2935,Single Family,property_images/single_family_images/single_family_394.jpg
4166 Oak St,San Jose,CA,95129,750148,2,1,1468,Apartment,property_images/apartment_images/apartment_410.jpg
3241 Birch Ln,San Jose,CA,95129,2677668,5,4,3514,Single Family,property_images/single_family_images/single_family_395.jpg
9514 Pine St,San Jose,CA,95123,431660,2,1,1130,Apartment,property_images/apartment_images/apartment_411.jpg
2919 Cedar Ave,San Jose,CA,95129,852678,4,1,2286,Apartment,property_images/apartment_images/apartment_412.jpg
2170 Willow Dr,San Jose,CA,95130,1167254,5,3,3121,Single Family,property_images/single_family_images/single_family_396.jpg
3919 Sunset Blvd,San Jose,CA,95123,1106080,3,1,1784,Apartment,property_images/apartment_images/apartment_413.jpg
1527 Sunset Blvd,San Jose,CA,95126,1444548,5,3,3558,Single Family,property_images/single_family_images/single_family_397.jpg
1926 Pine St,San Jose,CA,95129,1188200,3,2,2285,Apartment,property_images/apartment_images/apartment_414.jpg
6513 Willow Dr,San Jose,CA,95125,1355292,5,4,3807,Single Family,property_images/single_family_images/single_family_398.jpg
3811 Sunset Blvd,San Jose,CA,95132,1109520,4,1,2010,Single Family,property_images/single_family_images/single_family_399.jpg
5246 Pine St,San Jose,CA,95130,784536,4,1,2022,Apartment,property_images/apartment_images/apartment_415.jpg
8132 Oak St,San Jose,CA,95131,1233592,4,1,2168,Single Family,property_images/single_family_images/single_family_400.jpg
9740 Cedar Ave,San Jose,CA,95132,1016176,3,1,1688,Single Family,property_images/single_family_images/single_family_401.jpg
1370 Park Ave,San Jose,CA,95128,1046560,5,3,3376,Single Family,property_images/single_family_images/single_family_402.jpg
1937 Willow Dr,San Jose,CA,95126,354059,1,1,1003,Apartment,property_images/apartment_images/apartment_416.jpg
6390 Park Ave,San Jose,CA,95112,601524,3,2,1953,Single Family,property_images/single_family_images/single_family_403.jpg
7846 Willow Dr,San Jose,CA,95127,765415,2,1,1151,Apartment,property_images/apartment_images/apartment_417.jpg
149 Maple Ave,San Jose,CA,95129,1454250,4,2,2770,Single Family,property_images/single_family_images/single_family_404.jpg
1128 Pine St,San Jose,CA,95129,311634,1,1,783,Apartment,property_images/apartment_images/apartment_418.jpg
4154 Maple Ave,San Jose,CA,95123,1224576,3,2,2126,Single Family,property_images/single_family_images/single_family_405.jpg
1377 Elm St,San Jose,CA,95130,1673044,4,3,3053,Single Family,property_images/single_family_images/single_family_406.jpg
4108 Sunset Blvd,San Jose,CA,95123,814506,3,1,1806,Apartment,property_images/apartment_images/apartment_419.jpg
9715 Sunset Blvd,San Jose,CA,95130,603231,3,1,1671,Single Family,property_images/single_family_images/single_family_407.jpg
389 Maple Ave,San Jose,CA,95125,1017184,4,1,1912,Single Family,property_images/single_family_images/single_family_408.jpg
2007 Maple Ave,San Jose,CA,95125,1036503,4,3,2953,Single Family,property_images/single_family_images/single_family_409.jpg
2782 Willow Dr,San Jose,CA,95128,1976925,5,3,3225,Single Family,property_images/single_family_images/single_family_410.jpg
939 Willow Dr,San Jose,CA,95130,359792,1,1,904,Apartment,property_images/apartment_images/apartment_420.jpg
6033 Park Ave,San Jose,CA,95126,1109680,3,1,1552,Apartment,property_images/apartment_images/apartment_421.jpg
5727 Willow Dr,San Jose,CA,95130,768416,3,2,2183,Apartment,property_images/apartment_images/apartment_422.jpg
5155 Pine St,San Jose,CA,95123,827553,2,1,1237,Apartment,property_images/apartment_images/apartment_423.jpg
6884 Main St,San Jose,CA,95131,1336720,4,3,2728,Apartment,property_images/apartment_images/apartment_424.jpg
4617 Pine St,San Jose,CA,95129,1466296,3,2,2392,Single Family,property_images/single_family_images/single_family_411.jpg
8245 Main St,San Jose,CA,95131,1834524,3,2,2358,Single Family,property_images/single_family_images/single_family_412.jpg
4968 Elm St,San Jose,CA,95112,610727,2,1,1417,Apartment,property_images/apartment_images/apartment_425.jpg
8229 Birch Ln,San Jose,CA,95128,1012473,3,2,2079,Apartment,property_images/apartment_images/apartment_426.jpg
3309 Birch Ln,San Jose,CA,95126,912870,2,1,1449,Apartment,property_images/apartment_images/apartment_427.jpg
7652 Pine St,San Jose,CA,95126,1340118,4,2,2691,Single Family,property_images/single_family_images/single_family_413.jpg
4235 Willow Dr,San Jose,CA,95127,2099161,4,3,2773,Apartment,property_images/apartment_images/apartment_428.jpg
3650 Park Ave,San Jose,CA,95130,510032,1,1,1016,Apartment,property_images/apartment_images/apartment_429.jpg
3007 Cedar Ave,San Jose,CA,95123,1730360,4,2,2390,Apartment,property_images/apartment_images/apartment_430.jpg
1569 Sunset Blvd,San Jose,CA,95112,1293170,4,3,2906,Single Family,property_images/single_family_images/single_family_414.jpg
2749 Maple Ave,San Jose,CA,95132,632370,4,1,1970,Single Family,property_images/single_family_images/single_family_415.jpg
1252 Sunset Blvd,San Jose,CA,95112,1063350,3,2,2363,Single Family,property_images/single_family_images/single_family_416.jpg
8087 Sunset Blvd,San Jose,CA,95126,2684284,6,3,3749,Single Family,property_images/single_family_images/single_family_417.jpg
3643 Oak St,San Jose,CA,95123,571329,3,1,1791,Single Family,property_images/single_family_images/single_family_418.jpg
5267 Maple Ave,San Jose,CA,95131,1194796,3,1,1501,Apartment,property_images/apartment_images/apartment_431.jpg
769 Main St,San Jose,CA,95128,623768,2,1,1514,Apartment,property_images/apartment_images/apartment_432.jpg
5447 Pine St,San Jose,CA,95128,1086709,4,2,2327,Single Family,property_images/single_family_images/single_family_419.jpg
3548 Cedar Ave,San Jose,CA,95128,1127569,6,3,3557,Single Family,property_images/single_family_images/single_family_420.jpg
7983 Willow Dr,San Jose,CA,95125,489028,2,1,1366,Apartment,property_images/apartment_images/apartment_433.jpg
2153 Oak St,San Jose,CA,95112,2369736,6,3,3657,Single Family,property_images/single_family_images/single_family_421.jpg
8659 Elm St,San Jose,CA,95130,1550640,5,1,2485,Single Family,property_images/single_family_images/single_family_422.jpg
2056 Oak St,San Jose,CA,95129,516460,2,1,1190,Apartment,property_images/apartment_images/apartment_434.jpg
3845 Oak St,San Jose,CA,95131,687960,2,1,1274,Apartment,property_images/apartment_images/apartment_435.jpg
2909 Oak St,San Jose,CA,95112,1176597,3,1,1641,Apartment,property_images/apartment_images/apartment_436.jpg
1371 Maple Ave,San Jose,CA,95125,868186,2,1,1474,Apartment,property_images/apartment_images/apartment_437.jpg
3528 Birch Ln,San Jose,CA,95125,1233904,4,1,1916,Apartment,property_images/apartment_images/apartment_438.jpg
5617 Oak St,San Jose,CA,95129,728025,3,1,1713,Single Family,property_images/single_family_images/single_family_423.jpg
3651 Park Ave,San Jose,CA,95132,802102,3,2,2162,Single Family,property_images/single_family_images/single_family_424.jpg
2498 Birch Ln,San Jose,CA,95130,968422,3,1,1547,Apartment,property_images/apartment_images/apartment_439.jpg
6397 Willow Dr,San Jose,CA,95127,919880,2,1,1220,Apartment,property_images/apartment_images/apartment_440.jpg
732 Pine St,San Jose,CA,95123,1100880,6,1,2780,Single Family,property_images/single_family_images/single_family_425.jpg
6706 Birch Ln,San Jose,CA,95132,1185408,6,2,3528,Single Family,property_images/single_family_images/single_family_426.jpg
2052 Sunset Blvd,San Jose,CA,95126,431514,1,1,1179,Apartment,property_images/apartment_images/apartment_441.jpg
4951 Elm St,San Jose,CA,95132,1124404,4,3,2804,Single Family,property_images/single_family_images/single_family_427.jpg
9400 Pine St,San Jose,CA,95112,1920320,5,2,2720,Single Family,property_images/single_family_images/single_family_428.jpg
7817 Oak St,San Jose,CA,95129,1358708,3,1,1972,Single Family,property_images/single_family_images/single_family_429.jpg
6079 Park Ave,San Jose,CA,95112,370844,2,1,1117,Apartment,property_images/apartment_images/apartment_442.jpg
8864 Cedar Ave,San Jose,CA,95128,1510180,3,2,2254,Single Family,property_images/single_family_images/single_family_430.jpg
7717 Elm St,San Jose,CA,95132,1042320,4,2,2424,Apartment,property_images/apartment_images/apartment_443.jpg
2233 Willow Dr,San Jose,CA,95125,599940,2,1,1188,Apartment,property_images/apartment_images/apartment_444.jpg
990 Elm St,San Jose,CA,95123,1324578,3,1,1718,Single Family,property_images/single_family_images/single_family_431.jpg
8101 Elm St,San Jose,CA,95112,539396,1,1,943,Apartment,property_images/apartment_images/apartment_445.jpg
4146 Main St,San Jose,CA,95129,2371330,6,3,3770,Single Family,property_images/single_family_images/single_family_432.jpg
4539 Elm St,San Jose,CA,95112,1295574,3,2,1981,Single Family,property_images/single_family_images/single_family_433.jpg
2489 Elm St,San Jose,CA,95112,668672,2,1,1306,Apartment,property_images/apartment_images/apartment_446.jpg
4583 Birch Ln,San Jose,CA,95129,1463180,4,2,2455,Single Family,property_images/single_family_images/single_family_434.jpg
6716 Birch Ln,San Jose,CA,95132,1522416,3,1,1932,Single Family,property_images/single_family_images/single_family_435.jpg
7928 Cedar Ave,San Jose,CA,95129,806674,3,1,1982,Single Family,property_images/single_family_images/single_family_436.jpg
4136 Park Ave,San Jose,CA,95129,2235310,4,3,2903,Apartment,property_images/apartment_images/apartment_447.jpg
9750 Park Ave,San Jose,CA,95127,1761004,3,2,2308,Single Family,property_images/single_family_images/single_family_437.jpg
6913 Oak St,San Jose,CA,95129,2107188,5,3,3222,Single Family,property_images/single_family_images/single_family_438.jpg
5031 Oak St,San Jose,CA,95125,671640,3,1,1544,Single Family,property_images/single_family_images/single_family_439.jpg
6406 Oak St,San Jose,CA,95125,1015173,3,2,2241,Single Family,property_images/single_family_images/single_family_440.jpg
4711 Maple Ave,San Jose,CA,95123,359975,1,1,847,Apartment,property_images/apartment_images/apartment_448.jpg
1043 Park Ave,San Jose,CA,95125,1403580,4,2,2355,Apartment,property_images/apartment_images/apartment_449.jpg
7337 Oak St,San Jose,CA,95125,2522880,6,3,3504,Single Family,property_images/single_family_images/single_family_441.jpg
6028 Elm St,San Jose,CA,95128,1214378,4,3,3179,Single Family,property_images/single_family_images/single_family_442.jpg
4554 Maple Ave,San Jose,CA,95128,532495,2,1,1405,Apartment,property_images/apartment_images/apartment_450.jpg
2631 Birch Ln,San Jose,CA,95125,1487640,3,2,1960,Single Family,property_images/single_family_images/single_family_443.jpg
2555 Cedar Ave,San Jose,CA,95126,2441350,4,3,3110,Apartment,property_images/apartment_images/apartment_451.jpg
8095 Willow Dr,San Jose,CA,95128,1472845,3,2,2195,Apartment,property_images/apartment_images/apartment_452.jpg
1693 Main St,San Jose,CA,95129,1797628,5,3,3379,Single Family,property_images/single_family_images/single_family_444.jpg
4909 Cedar Ave,San Jose,CA,95129,1553664,4,2,2312,Single Family,property_images/single_family_images/single_family_445.jpg
5545 Oak St,San Jose,CA,95129,3193650,6,5,4530,Single Family,property_images/single_family_images/single_family_446.jpg
9137 Sunset Blvd,San Jose,CA,95130,1556100,5,3,3458,Single Family,property_images/single_family_images/single_family_447.jpg
7129 Park Ave,San Jose,CA,95127,1037232,2,1,1512,Apartment,property_images/apartment_images/apartment_453.jpg
6351 Sunset Blvd,San Jose,CA,95126,917125,2,1,1265,Apartment,property_images/apartment_images/apartment_454.jpg
6810 Willow Dr,San Jose,CA,95127,1453291,6,4,4237,Single Family,property_images/single_family_images/single_family_448.jpg
9878 Park Ave,San Jose,CA,95123,1806012,4,2,2724,Apartment,property_images/apartment_images/apartment_455.jpg
4992 Main St,San Jose,CA,95132,503649,1,1,963,Apartment,property_images/apartment_images/apartment_456.jpg
6783 Pine St,San Jose,CA,95127,427392,1,1,742,Apartment,property_images/apartment_images/apartment_457.jpg
7839 Elm St,San Jose,CA,95131,587139,2,1,1533,Apartment,property_images/apartment_images/apartment_458.jpg
6627 Sunset Blvd,San Jose,CA,95130,424320,1,1,1088,Apartment,property_images/apartment_images/apartment_459.jpg
8720 Main St,San Jose,CA,95129,1857960,4,2,2382,Apartment,property_images/apartment_images/apartment_460.jpg
231 Pine St,San Jose,CA,95132,1107740,3,1,1940,Apartment,property_images/apartment_images/apartment_461.jpg
6132 Willow Dr,San Jose,CA,95112,572416,2,1,1118,Apartment,property_images/apartment_images/apartment_462.jpg
6734 Maple Ave,San Jose,CA,95126,1934070,4,3,2803,Single Family,property_images/single_family_images/single_family_449.jpg
8247 Elm St,San Jose,CA,95129,610612,1,1,1172,Apartment,property_images/apartment_images/apartment_463.jpg
9307 Oak St,San Jose,CA,95129,1037475,4,1,2385,Apartment,property_images/apartment_images/apartment_464.jpg
1477 Park Ave,San Jose,CA,95127,1099725,3,1,1705,Single Family,property_images/single_family_images/single_family_450.jpg
5809 Pine St,San Jose,CA,95126,551688,3,1,1524,Apartment,property_images/apartment_images/apartment_465.jpg
632 Birch Ln,San Jose,CA,95112,1463928,4,1,2022,Single Family,property_images/single_family_images/single_family_451.jpg
5406 Elm St,San Jose,CA,95112,1476000,6,4,4000,Single Family,property_images/single_family_images/single_family_452.jpg
4019 Willow Dr,San Jose,CA,95125,849252,3,2,2172,Apartment,property_images/apartment_images/apartment_466.jpg
504 Main St,San Jose,CA,95126,499487,2,1,1361,Apartment,property_images/apartment_images/apartment_467.jpg
9466 Maple Ave,San Jose,CA,95112,980658,4,2,2534,Apartment,property_images/apartment_images/apartment_468.jpg
1649 Main St,San Jose,CA,95131,751809,3,2,1913,Apartment,property_images/apartment_images/apartment_469.jpg
1761 Maple Ave,San Jose,CA,95131,860283,2,1,1567,Apartment,property_images/apartment_images/apartment_470.jpg
8057 Main St,San Jose,CA,95112,1040664,6,2,3144,Single Family,property_images/single_family_images/single_family_453.jpg
9908 Willow Dr,San Jose,CA,95112,1730106,6,4,4347,Single Family,property_images/single_family_images/single_family_454.jpg
5724 Cedar Ave,San Jose,CA,95128,927808,3,1,1526,Apartment,property_images/apartment_images/apartment_471.jpg
8840 Park Ave,San Jose,CA,95128,1248975,5,1,2745,Single Family,property_images/single_family_images/single_family_455.jpg
6089 Sunset Blvd,San Jose,CA,95112,885695,3,1,1535,Apartment,property_images/apartment_images/apartment_472.jpg
2181 Birch Ln,San Jose,CA,95130,1059240,4,3,2716,Single Family,property_images/single_family_images/single_family_456.jpg
1115 Elm St,San Jose,CA,95127,948336,4,2,2577,Apartment,property_images/apartment_images/apartment_473.jpg
3622 Elm St,San Jose,CA,95127,446336,2,1,1268,Apartment,property_images/apartment_images/apartment_474.jpg
5369 Main St,San Jose,CA,95127,1892366,5,3,3422,Single Family,property_images/single_family_images/single_family_457.jpg
5364 Park Ave,San Jose,CA,95128,1150560,6,1,2820,Single Family,property_images/single_family_images/single_family_458.jpg
4509 Cedar Ave,San Jose,CA,95125,762048,4,2,2352,Single Family,property_images/single_family_images/single_family_459.jpg
1448 Pine St,San Jose,CA,95126,1106750,4,2,2330,Single Family,property_images/single_family_images/single_family_460.jpg
9930 Cedar Ave,San Jose,CA,95131,1716670,3,2,2173,Apartment,property_images/apartment_images/apartment_475.jpg
8768 Maple Ave,San Jose,CA,95123,1051992,2,1,1368,Apartment,property_images/apartment_images/apartment_476.jpg
1436 Willow Dr,San Jose,CA,95126,705636,4,2,2306,Apartment,property_images/apartment_images/apartment_477.jpg
2686 Willow Dr,San Jose,CA,95132,381150,2,1,1210,Apartment,property_images/apartment_images/apartment_478.jpg
2781 Park Ave,San Jose,CA,95123,1633887,6,1,3009,Single Family,property_images/single_family_images/single_family_461.jpg
5445 Willow Dr,San Jose,CA,95125,401436,2,1,1134,Apartment,property_images/apartment_images/apartment_479.jpg
5121 Pine St,San Jose,CA,95128,1429381,3,2,2143,Apartment,property_images/apartment_images/apartment_480.jpg
8371 Oak St,San Jose,CA,95129,340032,1,1,1012,Apartment,property_images/apartment_images/apartment_481.jpg
4470 Oak St,San Jose,CA,95123,810369,4,1,2031,Apartment,property_images/apartment_images/apartment_482.jpg
1075 Elm St,San Jose,CA,95125,310310,1,1,910,Apartment,property_images/apartment_images/apartment_483.jpg
5373 Oak St,San Jose,CA,95112,1542324,5,4,3612,Single Family,property_images/single_family_images/single_family_462.jpg
139 Willow Dr,San Jose,CA,95131,2011216,4,3,2984,Single Family,property_images/single_family_images/single_family_463.jpg
1178 Park Ave,San Jose,CA,95132,972139,2,1,1229,Apartment,property_images/apartment_images/apartment_484.jpg
6602 Oak St,San Jose,CA,95129,1119348,6,2,3162,Single Family,property_images/single_family_images/single_family_464.jpg
4399 Pine St,San Jose,CA,95127,1489254,6,5,4758,Single Family,property_images/single_family_images/single_family_465.jpg
9571 Pine St,San Jose,CA,95129,1853582,4,2,2578,Apartment,property_images/apartment_images/apartment_485.jpg
7772 Birch Ln,San Jose,CA,95129,2306044,6,1,3172,Single Family,property_images/single_family_images/single_family_466.jpg
6700 Elm St,San Jose,CA,95125,387828,2,1,1197,Apartment,property_images/apartment_images/apartment_486.jpg
5523 Park Ave,San Jose,CA,95131,760969,4,1,2299,Single Family,property_images/single_family_images/single_family_467.jpg
3166 Main St,San Jose,CA,95128,789130,4,1,2162,Single Family,property_images/single_family_images/single_family_468.jpg
2846 Elm St,San Jose,CA,95131,1103776,4,1,2029,Single Family,property_images/single_family_images/single_family_469.jpg
7069 Birch Ln,San Jose,CA,95128,643402,3,1,1633,Single Family,property_images/single_family_images/single_family_470.jpg
4815 Birch Ln,San Jose,CA,95127,390507,1,1,969,Apartment,property_images/apartment_images/apartment_487.jpg
2703 Elm St,San Jose,CA,95127,867184,2,1,1306,Apartment,property_images/apartment_images/apartment_488.jpg
6708 Elm St,San Jose,CA,95129,1938769,4,2,2689,Apartment,property_images/apartment_images/apartment_489.jpg
8467 Willow Dr,San Jose,CA,95132,578930,1,1,1045,Apartment,property_images/apartment_images/apartment_490.jpg
1720 Birch Ln,San Jose,CA,95128,2065778,4,3,3029,Apartment,property_images/apartment_images/apartment_491.jpg
9604 Willow Dr,San Jose,CA,95112,569344,2,1,1112,Apartment,property_images/apartment_images/apartment_492.jpg
4960 Sunset Blvd,San Jose,CA,95126,2066876,4,3,2716,Apartment,property_images/apartment_images/apartment_493.jpg
7995 Pine St,San Jose,CA,95112,351102,1,1,1077,Apartment,property_images/apartment_images/apartment_494.jpg
9864 Cedar Ave,San Jose,CA,95125,773096,5,1,2357,Single Family,property_images/single_family_images/single_family_471.jpg
1586 Elm St,San Jose,CA,95132,406746,1,1,766,Apartment,property_images/apartment_images/apartment_495.jpg
1684 Oak St,San Jose,CA,95131,1231241,3,1,1903,Apartment,property_images/apartment_images/apartment_496.jpg
1640 Birch Ln,San Jose,CA,95129,1949720,4,2,2468,Apartment,property_images/apartment_images/apartment_497.jpg
6168 Maple Ave,San Jose,CA,95126,1829974,4,2,2389,Single Family,property_images/single_family_images/single_family_472.jpg
1793 Park Ave,San Jose,CA,95127,1158840,3,2,2146,Apartment,property_images/apartment_images/apartment_498.jpg
9411 Park Ave,San Jose,CA,95129,965250,3,1,1950,Apartment,property_images/apartment_images/apartment_499.jpg
8271 Willow Dr,San Jose,CA,95126,884667,2,1,1227,Apartment,property_images/apartment_images/apartment_500.jpg
6067 Willow Dr,San Jose,CA,95126,871819,4,2,2587,Apartment,property_images/apartment_images/apartment_501.jpg
322 Willow Dr,San Jose,CA,95126,817530,2,1,1190,Apartment,property_images/apartment_images/apartment_502.jpg
6936 Birch Ln,San Jose,CA,95131,1011024,3,2,2142,Apartment,property_images/apartment_images/apartment_503.jpg
4645 Sunset Blvd,San Jose,CA,95125,874076,1,1,1178,Apartment,property_images/apartment_images/apartment_504.jpg
9072 Birch Ln,San Jose,CA,95132,642428,3,2,2033,Apartment,property_images/apartment_images/apartment_505.jpg
