Street Address,City,State,ZIP Code,Price,Bedrooms,Bathrooms,Square Footage,Property Type,Image_Path,bedroom_1,bedroom_2,bedroom_3,bedroom_4,bedroom_5,bedroom_6,bathroom_1,bathroom_2,bathroom_3,bathroom_4,bathroom_5,kitchen,living_room,dining,listing_type
8132 Oak St,San Jose,CA,95131,"3,252",4,1,2168,Single Family,property_images/single_family_images/single_family_400.jpg,house_detailed_images/bedroom/bed_85.jpg,house_detailed_images/bedroom/bed_68.jpg,house_detailed_images/bedroom/bed_57.jpg,house_detailed_images/bedroom/bed_23.jpg,,,house_detailed_images/bathroom/bath_389.jpg,,,,,house_detailed_images/kitchen/kitchen_503.jpg,house_detailed_images/livingroom/living_452.jpg,house_detailed_images/dining/dining_246.jpg,Rent
9740 Cedar Ave,San Jose,CA,95132,"675,200",3,1,1688,Single Family,property_images/single_family_images/single_family_401.jpg,house_detailed_images/bedroom/bed_54.jpg,house_detailed_images/bedroom/bed_37.jpg,house_detailed_images/bedroom/bed_98.jpg,,,,house_detailed_images/bathroom/bath_288.jpg,,,,,house_detailed_images/kitchen/kitchen_719.jpg,house_detailed_images/livingroom/living_366.jpg,house_detailed_images/dining/dining_249.jpg,For Sale
1370 Park Ave,San Jose,CA,95128,"1,350,400",5,3,3376,Single Family,property_images/single_family_images/single_family_402.jpg,house_detailed_images/bedroom/bed_81.jpg,house_detailed_images/bedroom/bed_21.jpg,house_detailed_images/bedroom/bed_75.jpg,house_detailed_images/bedroom/bed_50.jpg,house_detailed_images/bedroom/bed_80.jpg,,house_detailed_images/bathroom/bath_242.jpg,house_detailed_images/bathroom/bath_186.jpg,house_detailed_images/bathroom/bath_472.jpg,,,house_detailed_images/kitchen/kitchen_512.jpg,house_detailed_images/livingroom/living_405.jpg,house_detailed_images/dining/dining_105.jpg,For Sale
1937 Willow Dr,San Jose,CA,95126,"2,800",1,1,1003,Apartment,property_images/apartment_images/apartment_416.jpg,house_detailed_images/bedroom/bed_83.jpg,,,,,,house_detailed_images/bathroom/bath_232.jpg,,,,,house_detailed_images/kitchen/kitchen_252.jpg,house_detailed_images/livingroom/living_434.jpg,,Rent
6390 Park Ave,San Jose,CA,95112,"2,930",3,2,1953,Single Family,property_images/single_family_images/single_family_403.jpg,house_detailed_images/bedroom/bed_64.jpg,house_detailed_images/bedroom/bed_59.jpg,house_detailed_images/bedroom/bed_26.jpg,,,,house_detailed_images/bathroom/bath_138.jpg,house_detailed_images/bathroom/bath_234.jpg,,,,house_detailed_images/kitchen/kitchen_217.jpg,house_detailed_images/livingroom/living_339.jpg,house_detailed_images/dining/dining_138.jpg,Rent
7846 Willow Dr,San Jose,CA,95127,"2,800",2,1,1151,Apartment,property_images/apartment_images/apartment_417.jpg,house_detailed_images/bedroom/bed_65.jpg,house_detailed_images/bedroom/bed_32.jpg,,,,,house_detailed_images/bathroom/bath_44.jpg,,,,,house_detailed_images/kitchen/kitchen_493.jpg,house_detailed_images/livingroom/living_447.jpg,,Rent
149 Maple Ave,San Jose,CA,95129,"1,108,000",4,2,2770,Single Family,property_images/single_family_images/single_family_404.jpg,house_detailed_images/bedroom/bed_30.jpg,house_detailed_images/bedroom/bed_25.jpg,house_detailed_images/bedroom/bed_79.jpg,house_detailed_images/bedroom/bed_36.jpg,,,house_detailed_images/bathroom/bath_42.jpg,house_detailed_images/bathroom/bath_147.jpg,,,,house_detailed_images/kitchen/kitchen_652.jpg,house_detailed_images/livingroom/living_403.jpg,house_detailed_images/dining/dining_493.jpg,For Sale
1128 Pine St,San Jose,CA,95129,"313,200",1,1,783,Apartment,property_images/apartment_images/apartment_418.jpg,house_detailed_images/bedroom/bed_40.jpg,,,,,,house_detailed_images/bathroom/bath_367.jpg,,,,,house_detailed_images/kitchen/kitchen_249.jpg,house_detailed_images/livingroom/living_394.jpg,,For Sale
4154 Maple Ave,San Jose,CA,95123,"3,189",3,2,2126,Single Family,property_images/single_family_images/single_family_405.jpg,house_detailed_images/bedroom/bed_93.jpg,house_detailed_images/bedroom/bed_49.jpg,house_detailed_images/bedroom/bed_13.jpg,,,,house_detailed_images/bathroom/bath_102.jpg,house_detailed_images/bathroom/bath_324.jpg,,,,house_detailed_images/kitchen/kitchen_160.jpg,house_detailed_images/livingroom/living_408.jpg,house_detailed_images/dining/dining_206.jpg,Rent
1377 Elm St,San Jose,CA,95130,"1,221,200",4,3,3053,Single Family,property_images/single_family_images/single_family_406.jpg,house_detailed_images/bedroom/bed_82.jpg,house_detailed_images/bedroom/bed_29.jpg,house_detailed_images/bedroom/bed_51.jpg,house_detailed_images/bedroom/bed_43.jpg,,,house_detailed_images/bathroom/bath_455.jpg,house_detailed_images/bathroom/bath_187.jpg,house_detailed_images/bathroom/bath_385.jpg,,,house_detailed_images/kitchen/kitchen_796.jpg,house_detailed_images/livingroom/living_97.jpg,house_detailed_images/dining/dining_252.jpg,For Sale
4108 Sunset Blvd,San Jose,CA,95123,"2,800",3,1,1806,Apartment,property_images/apartment_images/apartment_419.jpg,house_detailed_images/bedroom/bed_22.jpg,house_detailed_images/bedroom/bed_46.jpg,house_detailed_images/bedroom/bed_8.jpg,,,,house_detailed_images/bathroom/bath_65.jpg,,,,,house_detailed_images/kitchen/kitchen_158.jpg,house_detailed_images/livingroom/living_328.jpg,,Rent
9715 Sunset Blvd,San Jose,CA,95130,"2,800",3,1,1671,Single Family,property_images/single_family_images/single_family_407.jpg,house_detailed_images/bedroom/bed_39.jpg,house_detailed_images/bedroom/bed_63.jpg,house_detailed_images/bedroom/bed_97.jpg,,,,house_detailed_images/bathroom/bath_228.jpg,,,,,house_detailed_images/kitchen/kitchen_320.jpg,house_detailed_images/livingroom/living_295.jpg,house_detailed_images/dining/dining_94.jpg,Rent
389 Maple Ave,San Jose,CA,95125,"2,868",4,1,1912,Single Family,property_images/single_family_images/single_family_408.jpg,house_detailed_images/bedroom/bed_95.jpg,house_detailed_images/bedroom/bed_69.jpg,house_detailed_images/bedroom/bed_84.jpg,house_detailed_images/bedroom/bed_3.jpg,,,house_detailed_images/bathroom/bath_141.jpg,,,,,house_detailed_images/kitchen/kitchen_501.jpg,house_detailed_images/livingroom/living_236.jpg,house_detailed_images/dining/dining_274.jpg,Rent
2007 Maple Ave,San Jose,CA,95125,"4,430",4,3,2953,Single Family,property_images/single_family_images/single_family_409.jpg,house_detailed_images/bedroom/bed_61.jpg,house_detailed_images/bedroom/bed_71.jpg,house_detailed_images/bedroom/bed_12.jpg,house_detailed_images/bedroom/bed_55.jpg,,,house_detailed_images/bathroom/bath_103.jpg,house_detailed_images/bathroom/bath_380.jpg,house_detailed_images/bathroom/bath_287.jpg,,,house_detailed_images/kitchen/kitchen_326.jpg,house_detailed_images/livingroom/living_44.jpg,house_detailed_images/dining/dining_325.jpg,Rent
2782 Willow Dr,San Jose,CA,95128,"4,838",5,3,3225,Single Family,property_images/single_family_images/single_family_410.jpg,house_detailed_images/bedroom/bed_58.jpg,house_detailed_images/bedroom/bed_88.jpg,house_detailed_images/bedroom/bed_4.jpg,house_detailed_images/bedroom/bed_16.jpg,house_detailed_images/bedroom/bed_53.jpg,,house_detailed_images/bathroom/bath_320.jpg,house_detailed_images/bathroom/bath_23.jpg,house_detailed_images/bathroom/bath_110.jpg,,,house_detailed_images/kitchen/kitchen_456.jpg,house_detailed_images/livingroom/living_337.jpg,house_detailed_images/dining/dining_164.jpg,Rent
939 Willow Dr,San Jose,CA,95130,"2,800",1,1,904,Apartment,property_images/apartment_images/apartment_420.jpg,house_detailed_images/bedroom/bed_31.jpg,,,,,,house_detailed_images/bathroom/bath_92.jpg,,,,,house_detailed_images/kitchen/kitchen_841.jpg,house_detailed_images/livingroom/living_183.jpg,,Rent
6033 Park Ave,San Jose,CA,95126,"2,800",3,1,1552,Apartment,property_images/apartment_images/apartment_421.jpg,house_detailed_images/bedroom/bed_1.jpg,house_detailed_images/bedroom/bed_35.jpg,house_detailed_images/bedroom/bed_99.jpg,,,,house_detailed_images/bathroom/bath_98.jpg,,,,,house_detailed_images/kitchen/kitchen_908.jpg,house_detailed_images/livingroom/living_238.jpg,,Rent
5727 Willow Dr,San Jose,CA,95130,"873,200",3,2,2183,Apartment,property_images/apartment_images/apartment_422.jpg,house_detailed_images/bedroom/bed_70.jpg,house_detailed_images/bedroom/bed_77.jpg,house_detailed_images/bedroom/bed_76.jpg,,,,house_detailed_images/bathroom/bath_27.jpg,house_detailed_images/bathroom/bath_219.jpg,,,,house_detailed_images/kitchen/kitchen_316.jpg,house_detailed_images/livingroom/living_234.jpg,,For Sale
5155 Pine St,San Jose,CA,95123,"2,800",2,1,1237,Apartment,property_images/apartment_images/apartment_423.jpg,house_detailed_images/bedroom/bed_24.jpg,house_detailed_images/bedroom/bed_60.jpg,,,,,house_detailed_images/bathroom/bath_302.jpg,,,,,house_detailed_images/kitchen/kitchen_29.jpg,house_detailed_images/livingroom/living_130.jpg,,Rent
6884 Main St,San Jose,CA,95131,"4,092",4,3,2728,Apartment,property_images/apartment_images/apartment_424.jpg,house_detailed_images/bedroom/bed_48.jpg,house_detailed_images/bedroom/bed_72.jpg,house_detailed_images/bedroom/bed_78.jpg,house_detailed_images/bedroom/bed_45.jpg,,,house_detailed_images/bathroom/bath_45.jpg,house_detailed_images/bathroom/bath_398.jpg,house_detailed_images/bathroom/bath_381.jpg,,,house_detailed_images/kitchen/kitchen_242.jpg,house_detailed_images/livingroom/living_222.jpg,,Rent
4617 Pine St,San Jose,CA,95129,"956,800",3,2,2392,Single Family,property_images/single_family_images/single_family_411.jpg,house_detailed_images/bedroom/bed_17.jpg,house_detailed_images/bedroom/bed_11.jpg,house_detailed_images/bedroom/bed_73.jpg,,,,house_detailed_images/bathroom/bath_125.jpg,house_detailed_images/bathroom/bath_311.jpg,,,,house_detailed_images/kitchen/kitchen_291.jpg,house_detailed_images/livingroom/living_79.jpg,house_detailed_images/dining/dining_153.jpg,For Sale
8245 Main St,San Jose,CA,95131,"943,200",3,2,2358,Single Family,property_images/single_family_images/single_family_412.jpg,house_detailed_images/bedroom/bed_86.jpg,house_detailed_images/bedroom/bed_14.jpg,house_detailed_images/bedroom/bed_6.jpg,,,,house_detailed_images/bathroom/bath_276.jpg,house_detailed_images/bathroom/bath_64.jpg,,,,house_detailed_images/kitchen/kitchen_783.jpg,house_detailed_images/livingroom/living_105.jpg,house_detailed_images/dining/dining_308.jpg,For Sale
4968 Elm St,San Jose,CA,95112,"2,800",2,1,1417,Apartment,property_images/apartment_images/apartment_425.jpg,house_detailed_images/bedroom/bed_96.jpg,house_detailed_images/bedroom/bed_38.jpg,,,,,house_detailed_images/bathroom/bath_101.jpg,,,,,house_detailed_images/kitchen/kitchen_367.jpg,house_detailed_images/livingroom/living_119.jpg,,Rent
8229 Birch Ln,San Jose,CA,95128,"831,600",3,2,2079,Apartment,property_images/apartment_images/apartment_426.jpg,house_detailed_images/bedroom/bed_34.jpg,house_detailed_images/bedroom/bed_10.jpg,house_detailed_images/bedroom/bed_9.jpg,,,,house_detailed_images/bathroom/bath_17.jpg,house_detailed_images/bathroom/bath_462.jpg,,,,house_detailed_images/kitchen/kitchen_858.jpg,house_detailed_images/livingroom/living_336.jpg,,For Sale
3309 Birch Ln,San Jose,CA,95126,"579,600",2,1,1449,Apartment,property_images/apartment_images/apartment_427.jpg,house_detailed_images/bedroom/bed_100.jpg,house_detailed_images/bedroom/bed_47.jpg,,,,,house_detailed_images/bathroom/bath_480.jpg,,,,,house_detailed_images/kitchen/kitchen_492.jpg,house_detailed_images/livingroom/living_454.jpg,,For Sale
7652 Pine St,San Jose,CA,95126,"4,036",4,2,2691,Single Family,property_images/single_family_images/single_family_413.jpg,house_detailed_images/bedroom/bed_33.jpg,house_detailed_images/bedroom/bed_2.jpg,house_detailed_images/bedroom/bed_74.jpg,house_detailed_images/bedroom/bed_90.jpg,,,house_detailed_images/bathroom/bath_252.jpg,house_detailed_images/bathroom/bath_36.jpg,,,,house_detailed_images/kitchen/kitchen_980.jpg,house_detailed_images/livingroom/living_95.jpg,house_detailed_images/dining/dining_59.jpg,Rent
4235 Willow Dr,San Jose,CA,95127,"1,109,200",4,3,2773,Apartment,property_images/apartment_images/apartment_428.jpg,house_detailed_images/bedroom/bed_62.jpg,house_detailed_images/bedroom/bed_91.jpg,house_detailed_images/bedroom/bed_28.jpg,house_detailed_images/bedroom/bed_42.jpg,,,house_detailed_images/bathroom/bath_38.jpg,house_detailed_images/bathroom/bath_216.jpg,house_detailed_images/bathroom/bath_471.jpg,,,house_detailed_images/kitchen/kitchen_887.jpg,house_detailed_images/livingroom/living_451.jpg,,For Sale
3650 Park Ave,San Jose,CA,95130,"2,800",1,1,1016,Apartment,property_images/apartment_images/apartment_429.jpg,house_detailed_images/bedroom/bed_7.jpg,,,,,,house_detailed_images/bathroom/bath_96.jpg,,,,,house_detailed_images/kitchen/kitchen_315.jpg,house_detailed_images/livingroom/living_127.jpg,,Rent
3007 Cedar Ave,San Jose,CA,95123,"956,000",4,2,2390,Apartment,property_images/apartment_images/apartment_430.jpg,house_detailed_images/bedroom/bed_56.jpg,house_detailed_images/bedroom/bed_44.jpg,house_detailed_images/bedroom/bed_87.jpg,house_detailed_images/bedroom/bed_27.jpg,,,house_detailed_images/bathroom/bath_275.jpg,house_detailed_images/bathroom/bath_207.jpg,,,,house_detailed_images/kitchen/kitchen_954.jpg,house_detailed_images/livingroom/living_430.jpg,,For Sale
1569 Sunset Blvd,San Jose,CA,95112,"4,359",4,3,2906,Single Family,property_images/single_family_images/single_family_414.jpg,house_detailed_images/bedroom/bed_94.jpg,house_detailed_images/bedroom/bed_67.jpg,house_detailed_images/bedroom/bed_5.jpg,house_detailed_images/bedroom/bed_52.jpg,,,house_detailed_images/bathroom/bath_406.jpg,house_detailed_images/bathroom/bath_245.jpg,house_detailed_images/bathroom/bath_282.jpg,,,house_detailed_images/kitchen/kitchen_641.jpg,house_detailed_images/livingroom/living_471.jpg,house_detailed_images/dining/dining_386.jpg,Rent
2749 Maple Ave,San Jose,CA,95132,"788,000",4,1,1970,Single Family,property_images/single_family_images/single_family_415.jpg,house_detailed_images/bedroom/bed_18.jpg,house_detailed_images/bedroom/bed_92.jpg,house_detailed_images/bedroom/bed_15.jpg,house_detailed_images/bedroom/bed_89.jpg,,,house_detailed_images/bathroom/bath_214.jpg,,,,,house_detailed_images/kitchen/kitchen_704.jpg,house_detailed_images/livingroom/living_66.jpg,house_detailed_images/dining/dining_159.jpg,For Sale
1252 Sunset Blvd,San Jose,CA,95112,"3,544",3,2,2363,Single Family,property_images/single_family_images/single_family_416.jpg,house_detailed_images/bedroom/bed_19.jpg,house_detailed_images/bedroom/bed_66.jpg,house_detailed_images/bedroom/bed_41.jpg,,,,house_detailed_images/bathroom/bath_1.jpg,house_detailed_images/bathroom/bath_397.jpg,,,,house_detailed_images/kitchen/kitchen_829.jpg,house_detailed_images/livingroom/living_491.jpg,house_detailed_images/dining/dining_363.jpg,Rent
8087 Sunset Blvd,San Jose,CA,95126,"5,624",6,3,3749,Single Family,property_images/single_family_images/single_family_417.jpg,house_detailed_images/bedroom/bed_20.jpg,house_detailed_images/bedroom/bed_85.jpg,house_detailed_images/bedroom/bed_68.jpg,house_detailed_images/bedroom/bed_57.jpg,house_detailed_images/bedroom/bed_23.jpg,house_detailed_images/bedroom/bed_54.jpg,house_detailed_images/bathroom/bath_4.jpg,house_detailed_images/bathroom/bath_399.jpg,house_detailed_images/bathroom/bath_383.jpg,,,house_detailed_images/kitchen/kitchen_458.jpg,house_detailed_images/livingroom/living_378.jpg,house_detailed_images/dining/dining_254.jpg,Rent
3643 Oak St,San Jose,CA,95123,"2,800",3,1,1791,Single Family,property_images/single_family_images/single_family_418.jpg,house_detailed_images/bedroom/bed_37.jpg,house_detailed_images/bedroom/bed_98.jpg,house_detailed_images/bedroom/bed_81.jpg,,,,house_detailed_images/bathroom/bath_89.jpg,,,,,house_detailed_images/kitchen/kitchen_14.jpg,house_detailed_images/livingroom/living_284.jpg,house_detailed_images/dining/dining_78.jpg,Rent
5267 Maple Ave,San Jose,CA,95131,"2,800",3,1,1501,Apartment,property_images/apartment_images/apartment_431.jpg,house_detailed_images/bedroom/bed_21.jpg,house_detailed_images/bedroom/bed_75.jpg,house_detailed_images/bedroom/bed_50.jpg,,,,house_detailed_images/bathroom/bath_358.jpg,,,,,house_detailed_images/kitchen/kitchen_519.jpg,house_detailed_images/livingroom/living_3.jpg,,Rent
769 Main St,San Jose,CA,95128,"2,800",2,1,1514,Apartment,property_images/apartment_images/apartment_432.jpg,house_detailed_images/bedroom/bed_80.jpg,house_detailed_images/bedroom/bed_83.jpg,,,,,house_detailed_images/bathroom/bath_482.jpg,,,,,house_detailed_images/kitchen/kitchen_995.jpg,house_detailed_images/livingroom/living_427.jpg,,Rent
5447 Pine St,San Jose,CA,95128,"3,490",4,2,2327,Single Family,property_images/single_family_images/single_family_419.jpg,house_detailed_images/bedroom/bed_64.jpg,house_detailed_images/bedroom/bed_59.jpg,house_detailed_images/bedroom/bed_26.jpg,house_detailed_images/bedroom/bed_65.jpg,,,house_detailed_images/bathroom/bath_294.jpg,house_detailed_images/bathroom/bath_51.jpg,,,,house_detailed_images/kitchen/kitchen_540.jpg,house_detailed_images/livingroom/living_304.jpg,house_detailed_images/dining/dining_406.jpg,Rent
3548 Cedar Ave,San Jose,CA,95128,"5,336",6,3,3557,Single Family,property_images/single_family_images/single_family_420.jpg,house_detailed_images/bedroom/bed_32.jpg,house_detailed_images/bedroom/bed_30.jpg,house_detailed_images/bedroom/bed_25.jpg,house_detailed_images/bedroom/bed_79.jpg,house_detailed_images/bedroom/bed_36.jpg,house_detailed_images/bedroom/bed_40.jpg,house_detailed_images/bathroom/bath_490.jpg,house_detailed_images/bathroom/bath_478.jpg,house_detailed_images/bathroom/bath_127.jpg,,,house_detailed_images/kitchen/kitchen_921.jpg,house_detailed_images/livingroom/living_481.jpg,house_detailed_images/dining/dining_12.jpg,Rent
7983 Willow Dr,San Jose,CA,95125,"546,400",2,1,1366,Apartment,property_images/apartment_images/apartment_433.jpg,house_detailed_images/bedroom/bed_93.jpg,house_detailed_images/bedroom/bed_49.jpg,,,,,house_detailed_images/bathroom/bath_22.jpg,,,,,house_detailed_images/kitchen/kitchen_725.jpg,house_detailed_images/livingroom/living_53.jpg,,For Sale
2153 Oak St,San Jose,CA,95112,"5,486",6,3,3657,Single Family,property_images/single_family_images/single_family_421.jpg,house_detailed_images/bedroom/bed_13.jpg,house_detailed_images/bedroom/bed_82.jpg,house_detailed_images/bedroom/bed_29.jpg,house_detailed_images/bedroom/bed_51.jpg,house_detailed_images/bedroom/bed_43.jpg,house_detailed_images/bedroom/bed_22.jpg,house_detailed_images/bathroom/bath_54.jpg,house_detailed_images/bathroom/bath_259.jpg,house_detailed_images/bathroom/bath_61.jpg,,,house_detailed_images/kitchen/kitchen_24.jpg,house_detailed_images/livingroom/living_169.jpg,house_detailed_images/dining/dining_83.jpg,Rent
8659 Elm St,San Jose,CA,95130,"3,728",5,1,2485,Single Family,property_images/single_family_images/single_family_422.jpg,house_detailed_images/bedroom/bed_46.jpg,house_detailed_images/bedroom/bed_8.jpg,house_detailed_images/bedroom/bed_39.jpg,house_detailed_images/bedroom/bed_63.jpg,house_detailed_images/bedroom/bed_97.jpg,,house_detailed_images/bathroom/bath_432.jpg,,,,,house_detailed_images/kitchen/kitchen_159.jpg,house_detailed_images/livingroom/living_2.jpg,house_detailed_images/dining/dining_415.jpg,Rent
2056 Oak St,San Jose,CA,95129,"476,000",2,1,1190,Apartment,property_images/apartment_images/apartment_434.jpg,house_detailed_images/bedroom/bed_95.jpg,house_detailed_images/bedroom/bed_69.jpg,,,,,house_detailed_images/bathroom/bath_78.jpg,,,,,house_detailed_images/kitchen/kitchen_173.jpg,house_detailed_images/livingroom/living_253.jpg,,For Sale
3845 Oak St,San Jose,CA,95131,"509,600",2,1,1274,Apartment,property_images/apartment_images/apartment_435.jpg,house_detailed_images/bedroom/bed_84.jpg,house_detailed_images/bedroom/bed_3.jpg,,,,,house_detailed_images/bathroom/bath_461.jpg,,,,,house_detailed_images/kitchen/kitchen_571.jpg,house_detailed_images/livingroom/living_347.jpg,,For Sale
2909 Oak St,San Jose,CA,95112,"2,800",3,1,1641,Apartment,property_images/apartment_images/apartment_436.jpg,house_detailed_images/bedroom/bed_61.jpg,house_detailed_images/bedroom/bed_71.jpg,house_detailed_images/bedroom/bed_12.jpg,,,,house_detailed_images/bathroom/bath_391.jpg,,,,,house_detailed_images/kitchen/kitchen_579.jpg,house_detailed_images/livingroom/living_204.jpg,,Rent
1371 Maple Ave,San Jose,CA,95125,"589,600",2,1,1474,Apartment,property_images/apartment_images/apartment_437.jpg,house_detailed_images/bedroom/bed_55.jpg,house_detailed_images/bedroom/bed_58.jpg,,,,,house_detailed_images/bathroom/bath_231.jpg,,,,,house_detailed_images/kitchen/kitchen_656.jpg,house_detailed_images/livingroom/living_275.jpg,,For Sale
3528 Birch Ln,San Jose,CA,95125,"766,400",4,1,1916,Apartment,property_images/apartment_images/apartment_438.jpg,house_detailed_images/bedroom/bed_88.jpg,house_detailed_images/bedroom/bed_4.jpg,house_detailed_images/bedroom/bed_16.jpg,house_detailed_images/bedroom/bed_53.jpg,,,house_detailed_images/bathroom/bath_387.jpg,,,,,house_detailed_images/kitchen/kitchen_917.jpg,house_detailed_images/livingroom/living_259.jpg,,For Sale
5617 Oak St,San Jose,CA,95129,"685,200",3,1,1713,Single Family,property_images/single_family_images/single_family_423.jpg,house_detailed_images/bedroom/bed_31.jpg,house_detailed_images/bedroom/bed_1.jpg,house_detailed_images/bedroom/bed_35.jpg,,,,house_detailed_images/bathroom/bath_249.jpg,,,,,house_detailed_images/kitchen/kitchen_479.jpg,house_detailed_images/livingroom/living_282.jpg,house_detailed_images/dining/dining_273.jpg,For Sale
3651 Park Ave,San Jose,CA,95132,"864,800",3,2,2162,Single Family,property_images/single_family_images/single_family_424.jpg,house_detailed_images/bedroom/bed_99.jpg,house_detailed_images/bedroom/bed_70.jpg,house_detailed_images/bedroom/bed_77.jpg,,,,house_detailed_images/bathroom/bath_334.jpg,house_detailed_images/bathroom/bath_460.jpg,,,,house_detailed_images/kitchen/kitchen_669.jpg,house_detailed_images/livingroom/living_226.jpg,house_detailed_images/dining/dining_97.jpg,For Sale
2498 Birch Ln,San Jose,CA,95130,"618,800",3,1,1547,Apartment,property_images/apartment_images/apartment_439.jpg,house_detailed_images/bedroom/bed_76.jpg,house_detailed_images/bedroom/bed_24.jpg,house_detailed_images/bedroom/bed_60.jpg,,,,house_detailed_images/bathroom/bath_68.jpg,,,,,house_detailed_images/kitchen/kitchen_347.jpg,house_detailed_images/livingroom/living_35.jpg,,For Sale
6397 Willow Dr,San Jose,CA,95127,"488,000",2,1,1220,Apartment,property_images/apartment_images/apartment_440.jpg,house_detailed_images/bedroom/bed_48.jpg,house_detailed_images/bedroom/bed_72.jpg,,,,,house_detailed_images/bathroom/bath_500.jpg,,,,,house_detailed_images/kitchen/kitchen_328.jpg,house_detailed_images/livingroom/living_186.jpg,,For Sale
732 Pine St,San Jose,CA,95123,"1,112,000",6,1,2780,Single Family,property_images/single_family_images/single_family_425.jpg,house_detailed_images/bedroom/bed_78.jpg,house_detailed_images/bedroom/bed_45.jpg,house_detailed_images/bedroom/bed_17.jpg,house_detailed_images/bedroom/bed_11.jpg,house_detailed_images/bedroom/bed_73.jpg,house_detailed_images/bedroom/bed_86.jpg,house_detailed_images/bathroom/bath_201.jpg,,,,,house_detailed_images/kitchen/kitchen_393.jpg,house_detailed_images/livingroom/living_137.jpg,house_detailed_images/dining/dining_26.jpg,For Sale
6706 Birch Ln,San Jose,CA,95132,"5,292",6,2,3528,Single Family,property_images/single_family_images/single_family_426.jpg,house_detailed_images/bedroom/bed_14.jpg,house_detailed_images/bedroom/bed_6.jpg,house_detailed_images/bedroom/bed_96.jpg,house_detailed_images/bedroom/bed_38.jpg,house_detailed_images/bedroom/bed_34.jpg,house_detailed_images/bedroom/bed_10.jpg,house_detailed_images/bathroom/bath_458.jpg,house_detailed_images/bathroom/bath_124.jpg,,,,house_detailed_images/kitchen/kitchen_593.jpg,house_detailed_images/livingroom/living_431.jpg,house_detailed_images/dining/dining_338.jpg,Rent
2052 Sunset Blvd,San Jose,CA,95126,"2,800",1,1,1179,Apartment,property_images/apartment_images/apartment_441.jpg,house_detailed_images/bedroom/bed_9.jpg,,,,,,house_detailed_images/bathroom/bath_449.jpg,,,,,house_detailed_images/kitchen/kitchen_755.jpg,house_detailed_images/livingroom/living_34.jpg,,Rent
4951 Elm St,San Jose,CA,95132,"1,121,600",4,3,2804,Single Family,property_images/single_family_images/single_family_427.jpg,house_detailed_images/bedroom/bed_100.jpg,house_detailed_images/bedroom/bed_47.jpg,house_detailed_images/bedroom/bed_33.jpg,house_detailed_images/bedroom/bed_2.jpg,,,house_detailed_images/bathroom/bath_251.jpg,house_detailed_images/bathroom/bath_115.jpg,house_detailed_images/bathroom/bath_48.jpg,,,house_detailed_images/kitchen/kitchen_162.jpg,house_detailed_images/livingroom/living_172.jpg,house_detailed_images/dining/dining_196.jpg,For Sale
9400 Pine St,San Jose,CA,95112,"1,088,000",5,2,2720,Single Family,property_images/single_family_images/single_family_428.jpg,house_detailed_images/bedroom/bed_74.jpg,house_detailed_images/bedroom/bed_90.jpg,house_detailed_images/bedroom/bed_62.jpg,house_detailed_images/bedroom/bed_91.jpg,house_detailed_images/bedroom/bed_28.jpg,,house_detailed_images/bathroom/bath_114.jpg,house_detailed_images/bathroom/bath_378.jpg,,,,house_detailed_images/kitchen/kitchen_892.jpg,house_detailed_images/livingroom/living_230.jpg,house_detailed_images/dining/dining_478.jpg,For Sale
7817 Oak St,San Jose,CA,95129,"2,958",3,1,1972,Single Family,property_images/single_family_images/single_family_429.jpg,house_detailed_images/bedroom/bed_42.jpg,house_detailed_images/bedroom/bed_7.jpg,house_detailed_images/bedroom/bed_56.jpg,,,,house_detailed_images/bathroom/bath_139.jpg,,,,,house_detailed_images/kitchen/kitchen_423.jpg,house_detailed_images/livingroom/living_290.jpg,house_detailed_images/dining/dining_179.jpg,Rent
6079 Park Ave,San Jose,CA,95112,"446,800",2,1,1117,Apartment,property_images/apartment_images/apartment_442.jpg,house_detailed_images/bedroom/bed_44.jpg,house_detailed_images/bedroom/bed_87.jpg,,,,,house_detailed_images/bathroom/bath_91.jpg,,,,,house_detailed_images/kitchen/kitchen_665.jpg,house_detailed_images/livingroom/living_385.jpg,,For Sale
8864 Cedar Ave,San Jose,CA,95128,"901,600",3,2,2254,Single Family,property_images/single_family_images/single_family_430.jpg,house_detailed_images/bedroom/bed_27.jpg,house_detailed_images/bedroom/bed_94.jpg,house_detailed_images/bedroom/bed_67.jpg,,,,house_detailed_images/bathroom/bath_343.jpg,house_detailed_images/bathroom/bath_277.jpg,,,,house_detailed_images/kitchen/kitchen_284.jpg,house_detailed_images/livingroom/living_311.jpg,house_detailed_images/dining/dining_115.jpg,For Sale
7717 Elm St,San Jose,CA,95132,"3,636",4,2,2424,Apartment,property_images/apartment_images/apartment_443.jpg,house_detailed_images/bedroom/bed_5.jpg,house_detailed_images/bedroom/bed_52.jpg,house_detailed_images/bedroom/bed_18.jpg,house_detailed_images/bedroom/bed_92.jpg,,,house_detailed_images/bathroom/bath_296.jpg,house_detailed_images/bathroom/bath_162.jpg,,,,house_detailed_images/kitchen/kitchen_166.jpg,house_detailed_images/livingroom/living_103.jpg,,Rent
